customer_id,name,email,country
946,Lindsey Rodriguez,heatherwilliams@yahoo.com,Holy See (Vatican City State)
947,Denise Thornton,april53@yahoo.com,Aruba
948,David Gomez,ronald40@gmail.com,Holy See (Vatican City State)
949,Scott Wilson,ereynolds@warren-green.biz,Poland
950,Melinda Johnson,jay87@york.com,Fiji
951,Rodney Jones,christopher90@lam-brown.biz,Israel
952,Bobby Gill,stephaniethompson@harris.com,United Kingdom
953,Monica Lee,urivera@garcia.com,Lesotho
954,Daniel Watson,martinchristopher@mendoza.com,Jordan
955,Sharon Ortiz,kaylaturner@hunter.com,Honduras
956,Karen Gomez,johnwyatt@gmail.com,Northern Mariana Islands
957,Jackson Mueller,andreaclark@yahoo.com,Kazakhstan
958,Ann Nixon,lindsayparks@beck.com,Yemen
959,Nathan Leonard,nhunt@waters.com,Mongolia
960,Steven Phillips,janetkhan@pearson-callahan.com,British Virgin Islands
961,Lori Pitts,mary34@moss.com,Bosnia and Herzegovina
962,Nancy Gonzalez,kyleprice@wilson.com,Maldives
963,James Burns,jacquelinetaylor@hotmail.com,Kuwait
964,Nicholas George,cwilliams@gmail.com,New Caledonia
965,Oscar Smith,dianajackson@brown.com,Ethiopia
966,Christopher Peterson,holmesjoseph@gmail.com,Liechtenstein
967,Aaron Gonzalez,christopher79@gmail.com,Eritrea
968,Laura Nelson,orussell@hughes.com,Costa Rica
969,Samuel Alvarado,kenneth27@yahoo.com,New Zealand
970,Laura Black,harrisoncarl@yahoo.com,Lao People's Democratic Republic
971,Tara Brown,cassandra61@maynard.net,Bangladesh
972,Karen Smith,cartertodd@huynh.org,Papua New Guinea
973,Caroline Wells,colearthur@blake.com,Sri Lanka
974,Mary Middleton,lesliereyes@rogers-clark.biz,Brazil
975,Michelle Murray,averysusan@yahoo.com,Timor-Leste
976,Heidi Nicholson MD,oconnorsandra@mendoza.com,Norfolk Island
977,Andrew Flores,smorgan@hotmail.com,Cuba
978,Sarah Peters,nicholas44@ponce.biz,Paraguay
979,Courtney Shaw,john35@yahoo.com,Maldives
980,Anna Dyer,campbellaaron@yahoo.com,Maldives
981,Anthony Snyder,alicianewman@yahoo.com,Japan
982,Bethany Rogers,wguzman@webb.org,Lithuania
983,Pamela Bowen,vincent75@gmail.com,Saint Helena
984,Jody Erickson,ydavis@jackson.com,Jordan
985,Ryan Brady,pwells@gmail.com,Bulgaria
986,Rodney Burch,alexanderhernandez@jones.info,Niue
987,Nicholas Gaines,sara83@hotmail.com,Hong Kong
988,Whitney Galloway,carly68@gmail.com,Benin
989,Nicole Harrington,ayalaronald@kent-lindsey.biz,Montserrat
990,Tom Paul,michael32@gmail.com,Northern Mariana Islands
991,Matthew Good,robert02@white.com,Croatia
992,Kenneth Martinez,millerheather@hotmail.com,Monaco
993,Connie Beasley,aguirremelissa@gmail.com,New Zealand
994,Tom Leon,tbell@gmail.com,Iraq
995,Isaiah Clark,christopherstephens@wilson.com,Northern Mariana Islands
996,Jennifer Reynolds,cabrerastephen@yahoo.com,Czech Republic
997,Melanie Martin,brentromero@snyder.com,India
998,Cathy James,derricktaylor@gmail.com,Lao People's Democratic Republic
999,Dylan Hall,guzmanrebecca@rodriguez.net,Rwanda
1000,Daniel Morrison,cliffordcarroll@hotmail.com,Saint Martin
